Artikelnummer,Matchcode,Mandant,Artikelgruppe,Artikelgruppe_Bezeichnung,Basismengeneinheit,VK1_Preis,EK0_Preis
ANB00111400,"Heine BETA 400 F.O Otoskop-Kopf, 2,5 Volt",1,Iba,Otoskope und Zubehör,Stk,201,201
ANB00111500,"Heine BETA 200 Otoskop-Kopf 2,5 Volt, LED F.O.",1,Iba,Otoskope und Zubehör,Stk,170.85,170.85
ANB01110118,"Heine BETA 200 F.O. Kit 2,5V mit Batteriegriff",1,Iba,Otoskope und Zubehör,Stk,213.05,213.05
ANB6 1621,Penlight Diagnostikleuchte Comfort,1,Ibc,Diagnostikleuchten,Stk,5.25,5.25
ANB61006,Penlight Diagnostikleuchte weiß,1,Ibc,Diagnostikleuchten,Stk,11.85,11.85
ANB61200,Penlight Diagnostikleuchte Eloxy,1,Ibc,Diagnostikleuchten,Stk,2.76,2.76
ANB809,Sanduhr mit Ansteckclip,1,U,Sonstiges,Stk,1,NULL
ANBM037640,"mediPlogs OP-Schuhe, fuchsia, Gr. 40",1,U,Sonstiges,Stk,1,NULL
ANBM037641,"mediPlogs OP-Schuhe, weiß, Gr. 41",1,U,Sonstiges,Stk,1,NULL
ANBM037642,"mediPlogs OP-Schuhe, weiß, Gr. 42",1,U,Sonstiges,Stk,1,NULL
ANBM037642B,"mediPlogs OP-Schuhe, blau, Gr. 42",1,U,Sonstiges,Stk,1,NULL
ANC1.616.114,"Dermatoskop CCT, LED, 2,5 V, -schwarz-",1,Il,Diagnosegeräte Haut & Haar,Stk,256.5,256.5
ANC3520,Lifetouch Multicheck PRO Diagnostik-Set,1,Ij,Diagnostik-Sets,Stk,62.9,62.9
ANC3525,Cholesterin-Kontrollösung für Lifetouch Multicheck,1,Iec,Zubehör,Stk,6.2,6.2
ANC3526,Blutzucker-Kontrolllösung f. Lifetouch Multicheck,1,Ike,Zubehör,Stk,6.2,6.2
ANC3527,Harnsäure-Kontrollösung f. Lifetouch Multicheck,1,Iec,Zubehör,Stk,6.2,6.2
ANC3530,Blutzucker-Sensoren f. Lifetouch Multicheck PRO 50,1,Iec,Zubehör,Stk,12.29,12.29
ANC3550-L,Harnsäure-Sensoren für Lifetouch Multicheck PRO,1,Iec,Zubehör,Stk,11.98,11.98
ANC3580-L,Cholesterol-Sensoren für Lifetouch Multicheck PRO,1,Iec,Zubehör,Stk,43.67,43.67
ANCARDIO-B,CardioPod -burgund-,1,T,Therapiebedarf & - geräte,Stk,10.85,10.85
ANCARDIO-C,CardioPod -carbon-,1,T,Therapiebedarf & - geräte,Stk,10.85,10.85
ANCARDIO-H,CardioPod -himbeer-,1,T,Therapiebedarf & - geräte,Stk,10.85,10.85
ANCARDIO-K,CardioPod -karibikblau-,1,T,Therapiebedarf & - geräte,Stk,10.85,10.85
ANCARDIO-S,CardioPod -schwarz-,1,T,Therapiebedarf & - geräte,Stk,10.85,10.85
ANCO 120 SCHW,"Zellamed Reflexhammer Coloritschwarz, m. Gesicht",1,Igc,Reflexhämmer,Stk,28.05,28.05
ANCO120 BLAU,Zellamed Reflexhammer Coloritblau mit Gesicht,1,Igc,Reflexhämmer,Stk,28.05,28.05
ANCO120 GOLD,"Zellamed Reflexhammer Coloritrot, mit Gesicht",1,Igc,Reflexhämmer,Stk,28.05,28.05
ANCO120 ROT,"Zellamed Reflexhammer Coloritrot, mit Gesicht",1,Igc,Reflexhämmer,Stk,28.05,28.05
AND-00179020,Heine Mini 3000 Griffmodul o. Batterie -schwarz-,1,Iba,Otoskope und Zubehör,Stk,21.77,21.77
AND-00870110,Heine mini 3000 LED-HQ Otoskop F.O. -schwarz-,1,Iba,Otoskope und Zubehör,Stk,129.98,129.98
AND00073105,Heine Earlight,1,Iba,Otoskope und Zubehör,Stk,1,NULL
AND00078117,Heine Kontaktscheibe für Mini,1,Iba,Otoskope und Zubehör,Stk,1,NULL
AND00080101,Gebläse - Anschluss,1,Iba,Otoskope und Zubehör,Stk,1,NULL
AND00170206,"Heine Otoskop 3000 LED/ Kopf, -schwarz-",1,Iba,Otoskope und Zubehör,Stk,1,NULL
AND001702061,Heine Mini-e,1,Iba,Otoskope und Zubehör,Stk,42.21,42.21
AND001702062,Heine Mini 3000 Otoskop-Kopf -schwarz-,1,Iba,Otoskope und Zubehör,Stk,38,38
AND00173131,"Heine Mini 3000 Cliplampen, - schwarz -",1,Ibc,Diagnostikleuchten,Stk,1,NULL
AND00179020,Heine Mini 3000 Griffmodul,1,Iba,Otoskope und Zubehör,Stk,1,NULL
AND00179020B,"Heine Mini 3000 Griffmodul o. Batterie, -blau-",1,Iba,Otoskope und Zubehör,Stk,21.77,21.77
AND00870110B,"Heine mini 3000 LED-HQ Otoskop, -blau-",1,Iba,Otoskope und Zubehör,Stk,199,199
AND00870110S,"Heine mini 3000 LED-F.O. Otoskop, -schwarz-",1,Iba,Otoskope und Zubehör,Stk,199,199
AND00870206,"Heine Mini 3000 LED/ Otoskop Kopf, schwarz",1,Iba,Otoskope und Zubehör,Stk,1,NULL
AND00870210,Heine LED Otoskop Mini 3000,1,Iba,Otoskope und Zubehör,Stk,110,110
AND00870210B,"Heine mini 3000 Otoskop LED, -blau-",1,Iba,Otoskope und Zubehör,Stk,110,110
AND00870210S,"Heine mini 3000 Otoskop LED, -schwarz-",1,Iba,Otoskope und Zubehör,Stk,110,110
AND00871120,Heine Mini 3000 Ophthalmoskop LED,1,Iba,Otoskope und Zubehör,Stk,157.45,157.45
AND00871120S,Heine Mini 3000 Ophthalmoskop LED,1,Iba,Otoskope und Zubehör,Stk,157.45,157.45
AND00873102,Heine Mini LED Ersatzlampe,1,Iba,Otoskope und Zubehör,Stk,1,NULL
AND00873103,Heine Untersuchungslampe  Mini-e Ear-Light,1,I,Diagnostik,Stk,1,NULL
AND00878107,"Heine mini 3000 Dermatoskop HQ LED, -schwarz-",1,Iba,Otoskope und Zubehör,Stk,237.85,237.85
AND1211112,Diagnostikleuchte LED Luxamed- schwarz-,1,Ibc,Diagnostikleuchten,Stk,9.4,9.4
AND1211212B,Diagnostikleuchte LED Luxamed -blau-,1,Ibc,Diagnostikleuchten,Stk,9.4,9.4
AND1211312,Diagnostikleuchte LED Luxamed -grau-,1,Ibc,Diagnostikleuchten,Stk,9.4,9.4
AND1211412,Diagnostikleuchte LED Luxamed - rot -,1,Ibc,Diagnostikleuchten,Stk,9.4,9.4
AND1211512,Diagnostikleuchte LED Luxamed - gelb -,1,Ibc,Diagnostikleuchten,Stk,9.4,9.4
AND1211612,Diagnostikleuchte LED Luxamed - grün -,1,Ibc,Diagnostikleuchten,Stk,9.4,9.4
AND1212112,Diagnostikleuchte Luxamed - schwarz -,1,Ibc,Diagnostikleuchten,Stk,6.3,6.3
AND1212212,Diagnostikleuchte Luxamed - blau -,1,Ibc,Diagnostikleuchten,Stk,6.3,6.3
AND1212312,Diagnostikleuchte Luxamed - grau -,1,Ibc,Diagnostikleuchten,Stk,6.3,6.3
AND1212412,Diagnostikleuchte Luxamed - rot -,1,Ibc,Diagnostikleuchten,Stk,6.3,6.3
AND1212512,Diagnostikleuchte Luxamed - gelb -,1,Ibc,Diagnostikleuchten,Stk,6.3,6.3
AND1212612,Diagnostikleuchte Luxamed  -grün -,1,Ibc,Diagnostikleuchten,Stk,6.3,6.3
AND1212912,Diagnostikleuchte Luxamed - weiss -,1,Ibc,Diagnostikleuchten,Stk,6.3,6.3
AND1311912,"Diagnostikleuchte Luxamed für Kinder, -weiß-",1,Ibc,Diagnostikleuchten,Stk,1,NULL
