Artikelnummer,Matchcode,Mandant,Artikelgruppe,Artikelgruppe_Bezeichnung,Basismengeneinheit,VK1_Preis,EK0_Preis
08.317.01.810216545,Premier Polyaxial Pedicle Screw sterilized 6.5x45,1,Ortho,Orthopädie,Stk,62.86,62.86
08.317.01.810216550,Premier Polyaxial Pedicle Screw sterilized 6.5x50,1,Ortho,Orthopädie,Stk,62.86,62.86
08.317.01.810217040,Premier Polyaxial Pedicle Screw sterilized 7.0x40,1,Ortho,Orthopädie,Stk,62.86,62.86
08.317.01.810217045,Premier Polyaxial Pedicle Screw sterilized 7.0x45,1,Ortho,Orthopädie,Stk,62.86,62.86
08.317.01.810217075,Premier Polyaxial Pedicle Screw sterilized 7.0x75,1,Ortho,Orthopädie,Stk,64.56,64.56
08.317.01.810217575,Premier Polyaxial Pedicle Screw sterilized 7.5x75,1,Ortho,Orthopädie,Stk,64.56,64.56
08.317.01.810217580,Premier Polyaxial Pedicle Screw sterilized 7.5x80,1,Ortho,Orthopädie,Stk,64.56,64.56
08.317.01.810218075,Premier Polyaxial Pedicle Screw sterilized 8.0x75,1,Ortho,Orthopädie,Stk,64.56,64.56
08.317.01.810218080,Premier Polyaxial Pedicle Screw sterilized 8.0x80,1,Ortho,Orthopädie,Stk,64.56,64.56
08.317.01.810218085,Premier Polyaxial Pedicle Screw sterilized 8.0x85,1,Ortho,Orthopädie,Stk,64.56,64.56
08.317.01.810218575,Premier Polyaxial Pedicle Screw sterilized 8.5x75,1,Ortho,Orthopädie,Stk,64.56,64.56
08.317.01.810218580,Premier Polyaxial Pedicle Screw sterilized 8.5x80,1,Ortho,Orthopädie,Stk,64.56,64.56
08.317.01.810218585,Premier Polyaxial Pedicle Screw sterilized 8.5x85,1,Ortho,Orthopädie,Stk,64.56,64.56
08.317.01.810224535,Premier Polyaxial Reduction Screw sterili. 4.5x35,1,Ortho,Orthopädie,Stk,73.74,73.74
08.317.01.810224540,Premier Polyaxial Reduction Screw sterili. 4.5x40,1,Ortho,Orthopädie,Stk,73.74,73.74
08.317.01.810225035,Premier Polyaxial Reduction Screw sterili. 5.0x35,1,Ortho,Orthopädie,Stk,73.74,73.74
08.317.01.810225040,Premier Polyaxial Reduction Screw sterili. 5.0x40,1,Ortho,Orthopädie,Stk,73.74,73.74
08.317.01.810225045,Premier Polyaxial Reduction Screw sterili. 5.0x45,1,Ortho,Orthopädie,Stk,73.74,73.74
08.317.01.810225530,Premier Polyaxial Reduction Screw sterili. 5.5x30,1,Ortho,Orthopädie,Stk,73.74,73.74
08.317.01.810225535,Premier Polyaxial Reduction Screw sterili. 5.5x35,1,Ortho,Orthopädie,Stk,73.74,73.74
08.317.01.810225540,Premier Polyaxial Reduction Screw sterili. 5.5x40,1,Ortho,Orthopädie,Stk,73.74,73.74
08.317.01.810225545,Premier Polyaxial Reduction Screw sterili. 5.5x45,1,Ortho,Orthopädie,Stk,73.74,73.74
08.317.01.810226540,Premier Polyaxial Reduction Screw sterili. 6.5x40,1,Ortho,Orthopädie,Stk,73.74,73.74
08.317.01.810226545,Premier Polyaxial Reduction Screw sterili. 6.5x45,1,Ortho,Orthopädie,Stk,73.74,73.74
08.317.01.810226550,Premier Polyaxial Reduction Screw sterili. 6.5x50,1,Ortho,Orthopädie,Stk,73.74,73.74
08.317.01.810422500,Premier Reduction Set screw sterilized 5.5x500,1,Ortho,Orthopädie,Stk,11.3,11.3
08.317.01.810440808,Donimo Connector sterilized 5.5/5.5,1,Ortho,Orthopädie,Stk,37.58,37.58
08.317.01.813596545,Premier Uniplanner Screw sterilized 6.5x45,1,Ortho,Orthopädie,Stk,72.89,72.89
08.317.01.813596550,Premier Uniplanner Screw sterilized 6.5x50,1,Ortho,Orthopädie,Stk,72.89,72.89
08.317.01.813845520,Premier Lateral Connector-1 sterilized 5.5/5.5-20,1,Ortho,Orthopädie,Stk,32.77,32.77
08.317.01.813845530,Premier Lateral Connector-1 sterilized 5.5/5.5-30,1,Ortho,Orthopädie,Stk,32.77,32.77
08.317.01.814105130,Premier MIS Rod (Straight) sterilized 5.5x130,1,Ortho,Orthopädie,Stk,17.52,17.52
08.317.01.814105150,Premier MIS Rod(Straight) sterilized 5.5_150,1,Ortho,Orthopädie,Stk,17.52,17.52
08.317.01.814115030,Premier MIS Rod(Curved) sterilized 5.5_30,1,Ortho,Orthopädie,Stk,1,NULL
08.317.01.814115035,Premier MIS Rod(Curved) sterilized 5.5_35,1,Ortho,Orthopädie,Stk,1,NULL
08.317.01.814115040,Premier MIS Rod(Curved) sterilized 5.5_40,1,Ortho,Orthopädie,Stk,1,NULL
08.317.01.814115045,Premier MIS Rod(Curved) sterilized 5.5_45,1,Ortho,Orthopädie,Stk,1,NULL
08.317.01.814115050,Premier MIS Rod(Curved) sterilized 5.5_50,1,Ortho,Orthopädie,Stk,1,NULL
08.317.01.814115055,Premier MIS Rod(Curved) sterilized 5.5_55,1,Ortho,Orthopädie,Stk,1,NULL
08.317.01.814115060,Premier MIS Rod(Curved) sterilized 5.5_60,1,Ortho,Orthopädie,Stk,1,NULL
08.317.01.814115065,Premier MIS Rod(Curved) sterilized 5.5_65,1,Ortho,Orthopädie,Stk,1,NULL
08.317.01.814115070,Premier MIS Rod(Curved) sterilized 5.5_70,1,Ortho,Orthopädie,Stk,1,NULL
08.317.01.814115075,Premier MIS Rod(Curved) sterilized 5.5_75,1,Ortho,Orthopädie,Stk,1,NULL
08.317.01.814115080,Premier MIS Rod(Curved) sterilized 5.5_80,1,Ortho,Orthopädie,Stk,1,NULL
08.317.01.814115085,Premier MIS Rod(Curved) sterilized 5.5_85,1,Ortho,Orthopädie,Stk,1,NULL
08.317.01.814115090,Premier MIS Rod(Curved) sterilized 5.5_90,1,Ortho,Orthopädie,Stk,1,NULL
08.317.20.22000716,Bone Cement Filler (4.2-V)3.4,1,Ortho,Orthopädie,Stk,27,27
08.317.21.22000716,Bone Cement Filler 4.2-V 3.4,1,Ortho,Orthopädie,Stk,1,NULL
08.401.01.803970001,Crosslink Plate-3 5.5 x 39-45,1,Ortho,Orthopädie,Stk,1,NULL
08.401.01.803970002,Crosslin Plate-3/ 5.5 x 45-55,1,Ortho,Orthopädie,Stk,1,NULL
08.401.01.803970003,Crosslink-Plate-3/ 5.5x 55-65,1,Ortho,Orthopädie,Stk,1,NULL
8011,Roy: HR - No. 1/Reisen mit Homöopathie,1,Rm,"Homöopathie, Bachblüten, Salze",Stk,8.2,8.2
8070,Roy: HR - No. 20/Aids *,1,Rm,"Homöopathie, Bachblüten, Salze",Stk,7.71,7.71
8089,Roy: HR - No. 7/Geburt *,1,Rm,"Homöopathie, Bachblüten, Salze",Stk,6.87,6.87
8119,Roy: HR - No. 11/Zähne,1,Rm,"Homöopathie, Bachblüten, Salze",Stk,9.81,9.81
8135,Roy: HR 13/Schutz vor Strahlenbelastung,1,Rm,"Homöopathie, Bachblüten, Salze",Stk,9.7,9.7
8194,Roy: HR - No. 19/Schulschwierigkeiten,1,Rm,"Homöopathie, Bachblüten, Salze",Stk,8.1,8.1
8283,Roy: HR - No. 8/Die Mutter i.d.Stillzeit,1,Rm,"Homöopathie, Bachblüten, Salze",Stk,6.879,6.879
8291,Roy: HR - No. 9/Das Baby,1,Rm,"Homöopathie, Bachblüten, Salze",Stk,7.65,7.65
8492,Deinzer: Notfälle und Sofortmaßnahmen,1,Ka,Erste Hilfe,Stk,26.13,26.13
8539,Kühn: Repertorium der ganzheitlichen,1,Rq,Alternative Heilverfahren,Stk,27.99,27.99
8546,"Bahn,Koch,Raslan: Atlas der Dorntherapie",1,Ro,Manuelle Medizin,Stk,45.76,45.76
865436,Hildebrand: Multiple-Choice-Überprüfungs,1,Rw,HP-Prüfungsfragen/Prüfung*,Stk,38.55,38.55
86544,Hildebrand: Lehrbuch für Heilpraktiker,1,Rq,Alternative Heilverfahren,Stk,41.36,41.36
865452,Hildebrand: Multiple-Choice-Überprüfungs,1,Rw,HP-Prüfungsfragen/Prüfung*,Stk,33.65,33.65
867,"Stark: Füße gut, alles gut",1,Ro,Manuelle Medizin,Stk,11.17,11.17
8676,Schäffler: Laborwerte für Heilpraktiker,1,Rb,medizin. Themen/ Labor,Stk,20.11,20.11
89901,Reichardt/Lutter: Dolo-Taping,1,Ry,Taping,Stk,27.93,27.93
09.203.02.WG91100212,Vertebral Plate Rongeur,1,Ortho,Orthopädie,Stk,195,195
09.203.02.WG91100312,Vertebral Plate Rongeur,1,Ortho,Orthopädie,Stk,195,195
09.203.02.WG91100412,Vertebral Plate Rongeur,1,Ortho,Orthopädie,Stk,195,195
9035,Langendoen/Sertel: Das Taping-,1,Ry,Taping,Stk,17.02,17.02
9100,Paulson: Das Chakra-und Kundalini-,1,Rg,TCM,Stk,8.48,8.48
91204,Allmeroth: Kompendium für die,1,Rw,HP-Prüfungsfragen/Prüfung*,Stk,42.61,42.61
91301,Thews/Fritz: TCM und Akupunktur in,1,Rg,TCM,Stk,42.06,42.06
9241,Henning/Sandner: Die Messpunkte der,1,Rq,Alternative Heilverfahren,Stk,31.4,31.4
9303,Gerzen: Therapiehandbuch Dunkelfeld,1,Es,Labor,Stk,38.6,38.6
932119274,"Ogal, Kolster: Ohrakupunktur für",1,Rg,TCM,Stk,56.07,56.07
9338076,Richter/Schünemann: Spagirisch heilen,1,Rm,"Homöopathie, Bachblüten, Salze",Stk,10.99,10.99
9507,Zissner: Die Baunscheidt-Therapie,1,F,Baunscheidt,Stk,22.78,22.78
978,Fleck/Jochum: Hot Stones - Massagen mit,1,Rr,Esoterik / Entspannung,Stk,15.72,15.72
9783,Deschka: Wörterbuch Medizin pocket,1,Rb,medizin. Themen/ Labor,Stk,8.48,8.48
9877,Haci-Set Buch *,1,Ru,Schröpfen,Stk,7.8,7.8
1,methatec Praxiskatalog 2017 / 2018,1,U,Sonstiges,Stk,1,NULL
10001,"methacell BioEnergy Creme, 100 ml",1,Yab,methacell BioEnergy Creme / Lotion,Stk,2.95,2.95
10002,"methacell BioEnergy Lotion, 500 ml",1,Yab,methacell BioEnergy Creme / Lotion,Stk,9,9
100099,"Biosun traditional Ohrkerzen, 10 Stck.",1,Yf,Ohrkerzen,Stk,14.52,14.52
1000992,"Biosun wellmotion Ohrkerzen, 10 Stck.",1,Yf,Ohrkerzen,Stk,16.75,16.75
1000993,"Biosun wellbalance Ohrkerzen, 10 Stck.",1,Yf,Ohrkerzen,Stk,16.75,16.75
1000994,"Biosun wellharmony Ohrkerzen, 10 Stck.",1,Yf,Ohrkerzen,Stk,16.75,16.75
1000995,"Biosun Ohrkerzen,5 Paar, gemischt",1,Yf,Ohrkerzen,Stk,14.52,14.52
1001,"Mikroskopische Deckgläser, 50 St.",1,2ea,Mikroskopie und Zubehör,Ktn,1.64,1.64
1001-1,"Mikroskopische Deckgläser,24x50mm,50St.",1,2ea,Mikroskopie und Zubehör,Stk,2.22,2.22
1001001,Rollapotheke für 10 Rollrandgläschen,1,5af,Rollapotheken,Stk,12.94,12.94
1001002,Rollapotheke für 30 Rollrandgläschen,1,5af,Rollapotheken,Stk,47.06,47.06
1001003,Rollapotheke für 60 Rollrandgläschen,1,5af,Rollapotheken,Stk,40.59,40.59
1001004,Rollapotheke für 90 Rollrandgläschen,1,5af,Rollapotheken,Stk,100,100
1001005,Rollapotheke für 120 Rollrandgläschen,1,5af,Rollapotheken,Stk,68.7,68.7
1001006,Rollapotheke für 180 Gläschen,1,5af,Rollapotheken,Stk,176.47,176.47
10010101,"Etui ""Mini"" f. 10 Gläschen 1,5 u. 2g",1,5aa,"für 1,5 g und 2 g Gläschen",Stk,16.18,16.18
1001011,"Etui für 20 Rollrandgläschen zu 1,5/2 g",1,5aa,"für 1,5 g und 2 g Gläschen",Stk,37.73,37.73
1001012,"Etui für 30 Rollrandgläschen zu 1,5/2 g,",1,5aa,"für 1,5 g und 2 g Gläschen",Stk,29,29
1001013,"Etui für 40 Gläschen 1,5 und 2 g,",1,5aa,"für 1,5 g und 2 g Gläschen",Stk,37.5,37.5
1001014,"Etui für 60 Gläschen 1,5 und 2 g,",1,5aa,"für 1,5 g und 2 g Gläschen",Stk,71.43,71.43
1001015,"Mappe für 90 Gläschen 1,5 und 2 g,",1,5aa,"für 1,5 g und 2 g Gläschen",Stk,83.19,83.19
1001021,"Etui für 30 Rollrandgläschen zu 1 g,",1,5ab,für 1 g Gläschen,Stk,25.8,25.8
1001022,"Etui für 32 Rollrandgläschen zu 1 g,",1,5ab,für 1 g Gläschen,Stk,20.27,20.27
1001023,"Etui für 60 Rollrandgläschen zu 1 g,",1,5ab,für 1 g Gläschen,Stk,46.22,46.22
1001024,"Etui für 90 Rollrandgläschen zu 1 g,",1,5ab,für 1 g Gläschen,Stk,43.49,43.49
1001025,"Mappe für 180 Rollrandgläschen zu 1 g,",1,5aa,"für 1,5 g und 2 g Gläschen",Stk,79.38,79.38
1001026,"Mappe für 240 Rollrandgläschen zu 1 g,",1,5ab,für 1 g Gläschen,Stk,89.99,89.99
1001027,"Mappe für 400 Rollrandgläschen zu 1 g,",1,5ab,für 1 g Gläschen,Stk,110.43,110.43
1001028,"Etui für 600 Rollrandgläschen zu 1 g,",1,5ab,für 1 g Gläschen,Stk,165.87,165.87
1001031,"Etui für 20 Schraubverschlußgläschen,",1,5ad,für Schraubverschlussgläser,Stk,20.29,20.29
1001032,"Etui für 40 Schraubverschlußgläschen,",1,5ad,für Schraubverschlussgläser,Stk,50,50
1001033,"Etui für 60 Schraubverschlußgläschen,",1,5ad,für Schraubverschlussgläser,Stk,66.81,66.81
1001034,"Etui für 90 Schraubverschlußgläschen,",1,5ad,für Schraubverschlussgläser,Stk,41.02,41.02
1001035,"Etui für 120 Schraubverschlußgläschen,",1,5ad,für Schraubverschlussgläser,Stk,73.74,73.74
1001037,"Mappe für 240 Schraubverschlußgläschen,",1,5ad,für Schraubverschlussgläser,Stk,103.25,103.25
1001039,"Mappe für 400 Schraubverschlußgläschen,",1,5ad,für Schraubverschlussgläser,Stk,151.17,151.17
1001040,"Mappe für 600 Schraubverschlußgläschen,",1,5ad,für Schraubverschlussgläser,Stk,258.24,258.24
1001041,Etui für 20 Tuben u. Gläschen bis 5 g,1,5ae,für Tuben & Gläschen bis 5g,Stk,23.21,23.21
1001042,Etui für 40 Tuben u. Gläschen bis 5 g,1,5ae,für Tuben & Gläschen bis 5g,Stk,38.23,38.23
1001043,Etui für 60 Tuben u. Gläschen bis 5 g,1,5ae,für Tuben & Gläschen bis 5g,Stk,49.71,49.71
1001044,Etui für 90 Tuben u. Gläschen bis 5 g,1,5ae,für Tuben & Gläschen bis 5g,Stk,54.01,54.01
1001046,Mappe für 180 Tuben u. Gläschen bis 5 g,1,5ae,für Tuben & Gläschen bis 5g,Stk,102.53,102.53
1001047,Mappe für 240 Tuben u. Gläschen bis 5 g,1,5ae,für Tuben & Gläschen bis 5g,Stk,123.52,123.52
1001048,Mappe für 320 Tuben u. Gläschen bis 5 g,1,5ae,für Tuben & Gläschen bis 5g,Stk,152.67,152.67
1001057,Notfalltropfen 10 ml,1,5b,Gläschen/Flaschen/Globuli/Zubehör,Stk,9.07,9.07
10010582,Notfallcreme 25 g Tube,1,5b,Gläschen/Flaschen/Globuli/Zubehör,Stk,14.24,14.24
1001063,40 Etiketten für 1 g Rollrandgläschen,1,5bf,Rollrandgläschen,Stk,1,NULL
1001064,28 Etiketten f. Schraubverschl.-gläschen,1,5bh,Schraubverschlussgläschen,Stk,0.12,0.12
100107101,Schlüsselanhänger für 3 Röhrchen,1,5bg,Schlüsselanhänger,Stk,4.62,4.62
100107102,Schlüsselanhänger für 3 Röhrchen,1,5bg,Schlüsselanhänger,Stk,4.62,4.62
100107103,Schlüsselanhänger für 3 Röhrchen,1,5bg,Schlüsselanhänger,Stk,4.62,4.62
100107104,Schlüsselanhänger für 3 Röhrchen,1,5bg,Schlüsselanhänger,Stk,4.62,4.62
100107105,Schlüsselanhänger für 3 Röhrchen,1,5bg,Schlüsselanhänger,Stk,4.62,4.62
100107106,Schlüsselanhänger für 3 Röhrchen,1,5bg,Schlüsselanhänger,Stk,4.62,4.62
100107107,Schlüsselanhänger für 3 Röhrchen,1,5bg,Schlüsselanhänger,Stk,4.62,4.62
100107108,Schlüsselanhänger für 3 Röhrchen,1,5bg,Schlüsselanhänger,Stk,4.62,4.62
100107109,Schlüsselanhänger für 3 Röhrchen,1,5bg,Schlüsselanhänger,Stk,4.62,4.62
100107110,Schlüsselanhänger für 3 Röhrchen,1,5bg,Schlüsselanhänger,Stk,4.62,4.62
100107111,Schlüsselanhänger für 3 Röhrchen,1,5bg,Schlüsselanhänger,Stk,4.62,4.62
1001091,"Mappe für 40 x 10 ml Flaschen,",1,5ae,für Tuben & Gläschen bis 5g,Stk,87.29,87.29
1001101,"2 g Rollrandgläschen, braun, mit Stopfen",1,5bf,Rollrandgläschen,Stk,0.15,0.15
1001103,"2 g Rollrandgläschen, klar, mit Stopfen",1,5bf,Rollrandgläschen,Stk,0.15,0.15
1001105,"1 g Rollrandgläschen, klar",1,5bf,Rollrandgläschen,Stk,0.1,0.1
1001107,"1,5 g Flachbodengläschen, klar, einzeln",1,5ba,Flachbodengläschen,Stk,0.13,0.13
10011072,"1,5 g Flachbodengläschen, braun, einzeln",1,5ba,Flachbodengläschen,Stk,0.13,0.13
1001108,"1,5 g Schraubverschlußgläschen, braun",1,5bh,Schraubverschlussgläschen,Stk,0.25,0.25
1001110,Medizinflasche 10 ml braun,1,5bd,Medizinflaschen & Zubehör,Stk,0.25,0.25
1001111,Schraubverschluss mit Tropfer,1,5bd,Medizinflaschen & Zubehör,Stk,55.97,55.97
10011111,Schraubverschluss für Medizinflasche,1,5bd,Medizinflaschen & Zubehör,Stk,45.5,45.5
1001112,Schraubverschluss für Globuli,1,5bd,Medizinflaschen & Zubehör,Stk,64.89,64.89
10011121,Medizinflasche 20 ml braun,1,5bd,Medizinflaschen & Zubehör,Stk,170.77,170.77
1001113,Pipettenmontur 10 ml,1,5be,Pipettenmontur,Stk,0.46,0.46
10011131,Pipettenmontur 30 ml,1,5be,Pipettenmontur,Stk,204.85,204.85
100111311,Pipettenmontur 20 ml,1,5be,Pipettenmontur,Stk,204.85,204.85
10011132,Pipettenmontur 50 ml,1,5be,Pipettenmontur,Stk,204.85,204.85
10011133,Pipettenmontur 100 ml,1,5be,Pipettenmontur,Stk,205.48,205.48
10011134,Zerstäuberpumpe passend für 10-100 ml,1,5bd,Medizinflaschen & Zubehör,Stk,751.65,751.65
10011135,Schraubverschluss mit Gießring,1,5bd,Medizinflaschen & Zubehör,Stk,63.11,63.11
1001114,Medizinflasche 30 ml braun,1,5bd,Medizinflaschen & Zubehör,Stk,217.56,217.56
1001115,Medizinflasche 50 ml braun,1,5bd,Medizinflaschen & Zubehör,Stk,283.98,283.98
1001116,Medizinflasche 100 ml braun,1,5bd,Medizinflaschen & Zubehör,Stk,257.87,257.87
1001117,"Tablettenglas, klar inkl. Schnappdeckel",1,5bi,Tablettenglas,Stk,18.57,18.57
1001118,"Arzneimittellose Globuli, BIO Neutral, HAB3,1250 g",1,5bc,Globuli,Stk,31.03,31.03
1001119,"Arzneimittellose Globuli, BIO Neutral, HAB3, 100 g",1,5bc,Globuli,Stk,2.7,2.7
1001120,Homöostore-Globuli-Flachdosen 1 g,1,5bc,Globuli,Stk,22.27,22.27
1001122,"Arzneimittel-Tütchen ""mini"", 500 Stück",1,5bc,Globuli,Stk,17.65,17.65
1001140,"1,5 g Schraubverschlußgläschen, klar",1,5bh,Schraubverschlussgläschen,Stk,32.77,32.77
1001150,5g-Schraubverschlussgläschen braun mit,1,5bh,Schraubverschlussgläschen,Stk,0.49,0.49
1001155,"Bachblüten Ersatzflasche 10 ml,",1,5bb,für Bachblüten,Stk,0.7,0.7
10012072,Steps-88 (für 88 x 10 ml),1,5c,Sortierhilfen,Stk,111.5,111.5
1001213,Inputs-S (für 6 x 10 ml),1,5c,Sortierhilfen,Stk,5.03,5.03
1001214,Inputs-L (für 12 x 10 ml),1,5c,Sortierhilfen,Stk,7.83,7.83
10012141,Inputs-L (für 11 x 20 ml),1,5c,Sortierhilfen,Stk,7.83,7.83
10012143,"Ausgleichsring Woodstock 0,8 cm",1,5c,Sortierhilfen,Stk,0.98,0.98
10012144,"Ausgleichsring Woodstock 1,0 cm",1,5c,Sortierhilfen,Stk,0.98,0.98
10012145,"Ausgleichsring Woodstock 1,4 cm",1,5c,Sortierhilfen,Stk,0.98,0.98
10012146,"Ausgleichsring Woodstock 1,7 cm",1,5c,Sortierhilfen,Stk,0.98,0.98
1001242,Inputs-M (für 9 x 10 ml),1,5c,Sortierhilfen,Stk,6.72,6.72
1001300,"Etui für 12 Schraubverschlußgläschen,",1,5ad,für Schraubverschlussgläser,Stk,15.88,15.88
1001301,"Taschenapotheke f. 52x2g, Extraplatz für",1,5ag,Taschenapotheken,Stk,44.75,44.75
1002,"Kugelpflaster, 20 Stck.",1,Qaa,"Ohrsamen, Magent-, Kugelpflaster",Str,0.65,0.65
1003,"Ohrsamen, 100 Stück",1,Qaa,"Ohrsamen, Magent-, Kugelpflaster",Stk,1.98,1.98
10031,"AcuTop Magnetische Ohrkugeln, silber, 800 Gauss",1,Qaa,"Ohrsamen, Magent-, Kugelpflaster",Stk,2.28,2.28
10032,"AcuTop Magnetische Ohrkugeln, vergoldet, 800 Gauss",1,Qaa,"Ohrsamen, Magent-, Kugelpflaster",Stk,2.28,2.28
1004,BRAUN Trixo Pflegelotion 100 ml,1,Gd,Händereinigung & Pflege,Stk,3.97,3.97
1004002,Etui für 12 Schüßler-Salze u. Notfall-,1,5ag,Taschenapotheken,Stk,52.93,52.93
1007,"Askina Brauncel Zellstofftupfer, 4x5 cm,",1,Ab,Tupfer und Zubehör,Btl,5.82,5.82
10091,Biosun traditional Ohrkerzen CD,1,Yf,Ohrkerzen,Stk,6.63,6.63
100999,Tefra Oliven-Öl-Aktivator (mit Korken,1,Eb,Tefra,Stk,104.8,104.8
1010315,BODE Baktolin sensitive Waschlotion,1,Gd,Händereinigung & Pflege,Stk,6.78,6.78
1011029,TDP-Lampe mit Doppelkopf,1,Tbf,TDP - Lampen,Stk,189,189
1011030,TDP-Tischlampe,1,Tbf,TDP - Lampen,Stk,81,81
1011031,TDP-Lampe mit Einzelkopf,1,Tbf,TDP - Lampen,Stk,135,135
1011032,Mineralienplatte für TDP-Tischlampe,1,Ej,Physikalische Therapie,Stk,22,22
1011033,Mineralienplatte für TDP-Lampe,1,E,Sammelgruppierung Artikelzubehör,Stk,22.75,22.75
101108,Infrarotstrahler IL 21,1,Tbb,Rotlicht & Infrarotstrahler,Stk,24.99,24.99
1011081,Infrarot-Strahler IL 50,1,Tbb,Rotlicht & Infrarotstrahler,Stk,49.99,49.99
101109,Ersatzlampe zu Infrarotstrahler IL21,1,Ej,Physikalische Therapie,Stk,16.32,16.32
101124,Massagegerät MG 80,1,Yd,Massagegeräte & -zubehör,Stk,59.99,59.99
101126,"MG 100 Infrarot-Klopf-Massagegerät,",1,Yd,Massagegeräte & -zubehör,Stk,85.69,85.69
101127,MG 850 Fascia-Releazer,1,Yd,Massagegeräte & -zubehör,Stk,124.39,124.39
101150,MASPO Vibramat,1,Yd,Massagegeräte & -zubehör,Stk,179,179
101152,MASPO Vibramat Kunststoff-,1,Yd,Massagegeräte & -zubehör,Stk,11.14,11.14
101153,MASPO Vibramat Moosgummischuh,1,Yd,Massagegeräte & -zubehör,Stk,17.03,17.03
101154,MASPO Vibramat Noppen-Moosgummischuh,1,Yd,Massagegeräte & -zubehör,Stk,22.91,22.91
101160,Fußwärmer FW 20,1,Tbd,Fußwärmer-Heizdecken,Stk,51.25,51.25
101162,"Wärmeunterbett TS 15, 150x80 cm",1,Tbd,Fußwärmer-Heizdecken,Stk,27.88,27.88
101164,"Komfort-Wärmeunterbett UB 190 , 150x80 cm",1,Tbd,Fußwärmer-Heizdecken,Stk,205.45,205.45
101165,"Heizkissen HK 115, 47x34 cm",1,Tbd,Fußwärmer-Heizdecken,Stk,67.63,67.63
101167,Schulter-/Nacken-Heizkissen HK 54,1,Tbd,Fußwärmer-Heizdecken,Stk,50.67,50.67
101168,Rücken-/Nacken-Heizkissen HK 58,1,Tbd,Fußwärmer-Heizdecken,Stk,49.15,49.15
101175,Massagegerät MG 40,1,Yd,Massagegeräte & -zubehör,Stk,24.5,24.5
101198,Promed EMT-6 Kombigerät,1,Te,Schmerz- & Magnetfeldtherapie,Stk,30.24,30.24
101217,IH 55 Inhalator,1,Ti,Inhalation,Stk,71.42,71.42
101218,FB 35 Aroma-Fußbad,1,Yc,Fußpflege / Fußbäder,Stk,62.23,62.23
1012281,Elektrolysefussbad ES Professional,1,Yc,Fußpflege / Fußbäder,Stk,1295,1295
101231,Verbrauchsmaterial für ES Professional,1,Ej,Physikalische Therapie,Stk,186.75,186.75
101233,Ersatz-Elektrode für ES Professional,1,Ej,Physikalische Therapie,Stk,120,120
10140,BRAUN Dosierpumpe für 5 Ltr. Kanister,1,Ggc,B.BRAUN,Stk,7.91,7.91
101481,Beinerweiterung f. Venenwalker PRO2,1,Yj,VenenWalker,Stk,26.64,26.64
101482,"Beinerweiterung f. Venenwalker PRO2,",1,Yj,VenenWalker,Stk,26.64,26.64
101483,VenenWalker PRO2 inkl.,1,Yj,VenenWalker,Stk,193.89,193.89
101488,Beinmanschetten f. Venenwalker PRO2,1,Yj,VenenWalker,Stk,86.6,86.6
1014910,"Armmanschetten türkis - bds., Paar",1,Ena,Venenwalker,Stk,66.6,66.6
1014911,Armmanschette 69 cm türkis - links,1,Ena,Venenwalker,Stk,33.3,33.3
1014912,Armmanschette 69 cm türkis - rechts,1,Ena,Venenwalker,Stk,33.3,33.3
101493,Venenwalkerbuch mit Bildteil,1,Yj,VenenWalker,Stk,4.95,4.95
10152,Tageslichtlampe TL 80,1,Tg,Bestrahlungsgeräte,Stk,85.95,85.95
10154,"Tageslichtlampe TL 100 ""2-in-1""",1,Tg,Bestrahlungsgeräte,Stk,97.62,97.62
10158,Hygienestation Flex,1,Gge,Hygieneständer,Stk,74.25,74.25
101581,Universalhalter für Mundschutz- oder,1,Gge,Hygieneständer,Stk,44.25,44.25
10159,"Wandspender TLS, Metall, eloxiert, für",1,Ggc,B.BRAUN,Stk,60.42,60.42
101593,"Wandspender ELS, Metall, eloxiert, für",1,Ggc,B.BRAUN,Stk,64.05,64.05
101593-1,Pumpe für ELS-Wandspender 500ml,1,Gg,Wandspender und Zubehör,Stk,8.75,8.75
101594,Auffangschale für Braun Wandspender ELS,1,Ggc,B.BRAUN,Stk,31,31
101595,Auffangschale für Braun Wandspender TLS,1,Ggc,B.BRAUN,Stk,31,31
10160,Seifen-und Desinfektionsmittelspender,1,Gg,Wandspender und Zubehör,Stk,13.8,13.8
10165,PPS Transfusion-Set m.Luer-Lock-Ansatz,1,O,Ozontherapie,Stk,132.03,132.03
1017,PPS-Blutentnahmegerät mit Rollklemme,1,Aa,Infusion & Transfusion,Stk,1.53,1.53
10176,BRAUN Dosierpumpe für 500 ml Flasche,1,Ggc,B.BRAUN,Stk,3.2,3.2
101761,BRAUN Dosierpumpe für 1000 ml Flasche /  Hub 2 ml,1,Ggc,B.BRAUN,Stk,2.55,2.55
1017654,"BODE Bodetex forte Instrumentenreiniger,",1,Ge,Instrumentendesinfektion,Stk,30.61,30.61
1018,"Humazon Verlängerung Luer-Luer, 150 cm",1,O,Ozontherapie,Stk,1.19,1.19
10181427,BODE Dosierpumpe für 500 ml Flaschen,1,Gc,Händedesinfektion,Stk,0.99,0.99
10181428,BODE Dosierpumpe für 1000 ml Flaschen,1,Gc,Händedesinfektion,Stk,0.8,0.8
10181587,BODE Universalsprühkopf,1,Gbb,gebrauchsfertige Lösung,Stk,4.5,4.5
